대학교 이름,가게 이름,가게 평균 평점,리뷰어 리뷰수,가게 방문수
총신대학교,eea cafe,4.61,7.0,5
총신대학교,eea cafe,4.61,13.0,4
총신대학교,eea cafe,4.61,9.0,6
총신대학교,eea cafe,4.61,8.0,3
총신대학교,eea cafe,4.61,11.0,10
총신대학교,eea cafe,4.61,2.0,1
총신대학교,eea cafe,4.61,22.0,3
총신대학교,eea cafe,4.61,283.0,1
총신대학교,eea cafe,4.61,7.0,1
총신대학교,eea cafe,4.61,1.0,1
총신대학교,eea cafe,4.61,22.0,3
총신대학교,eea cafe,4.61,2.0,2
총신대학교,eea cafe,4.61,17.0,2
총신대학교,eea cafe,4.61,12.0,4
총신대학교,eea cafe,4.61,12.0,1
총신대학교,eea cafe,4.61,16.0,2
총신대학교,eea cafe,4.61,18.0,1
총신대학교,eea cafe,4.61,9.0,5
총신대학교,eea cafe,4.61,10.0,2
총신대학교,eea cafe,4.61,27.0,1
총신대학교,eea cafe,4.61,7.0,4
총신대학교,eea cafe,4.61,10.0,3
총신대학교,eea cafe,4.61,7.0,3
총신대학교,eea cafe,4.61,35.0,12
총신대학교,eea cafe,4.61,1.0,1
총신대학교,eea cafe,4.61,11.0,9
총신대학교,eea cafe,4.61,7.0,1
총신대학교,eea cafe,4.61,5.0,1
총신대학교,eea cafe,4.61,44.0,8
총신대학교,eea cafe,4.61,9.0,4
총신대학교,eea cafe,4.61,158.0,1
총신대학교,eea cafe,4.61,11.0,2
총신대학교,eea cafe,4.61,11.0,8
총신대학교,eea cafe,4.61,35.0,13
총신대학교,eea cafe,4.61,8.0,1
총신대학교,eea cafe,4.61,6.0,4
총신대학교,eea cafe,4.61,74.0,2
숭실대학교,배스킨라빈스 숭실대점,4.35,928.0,4
숭실대학교,배스킨라빈스 숭실대점,4.35,605.0,4
숭실대학교,배스킨라빈스 숭실대점,4.35,451.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,809.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,45.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,561.0,3
숭실대학교,배스킨라빈스 숭실대점,4.35,20.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,451.0,3
숭실대학교,배스킨라빈스 숭실대점,4.35,4.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,922.0,11
숭실대학교,배스킨라빈스 숭실대점,4.35,859.0,2
숭실대학교,배스킨라빈스 숭실대점,4.35,451.0,2
숭실대학교,배스킨라빈스 숭실대점,4.35,694.0,2
숭실대학교,배스킨라빈스 숭실대점,4.35,928.0,2
숭실대학교,배스킨라빈스 숭실대점,4.35,560.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,816.0,3
숭실대학교,배스킨라빈스 숭실대점,4.35,928.0,3
숭실대학교,배스킨라빈스 숭실대점,4.35,714.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,439.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,954.0,4
숭실대학교,배스킨라빈스 숭실대점,4.35,235.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,353.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,570.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,421.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,675.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,1.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,210.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,620.0,7
숭실대학교,배스킨라빈스 숭실대점,4.35,210.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,173.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,859.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,627.0,5
숭실대학교,배스킨라빈스 숭실대점,4.35,561.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,143.0,3
숭실대학교,배스킨라빈스 숭실대점,4.35,594.0,3
숭실대학교,배스킨라빈스 숭실대점,4.35,531.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,446.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,467.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,178.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,620.0,6
숭실대학교,배스킨라빈스 숭실대점,4.35,954.0,3
숭실대학교,배스킨라빈스 숭실대점,4.35,160.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,354.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,748.0,6
숭실대학교,배스킨라빈스 숭실대점,4.35,801.0,2
숭실대학교,배스킨라빈스 숭실대점,4.35,695.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,620.0,5
숭실대학교,배스킨라빈스 숭실대점,4.35,954.0,2
숭실대학교,배스킨라빈스 숭실대점,4.35,748.0,5
숭실대학교,배스킨라빈스 숭실대점,4.35,714.0,3
숭실대학교,배스킨라빈스 숭실대점,4.35,372.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,815.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,585.0,2
숭실대학교,배스킨라빈스 숭실대점,4.35,877.0,6
숭실대학교,배스킨라빈스 숭실대점,4.35,315.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,830.0,1
숭실대학교,배스킨라빈스 숭실대점,4.35,15.0,1
숭실대학교,미학당,4.64,105.0,1
숭실대학교,미학당,4.64,229.0,1
숭실대학교,미학당,4.64,23.0,1
숭실대학교,미학당,4.64,216.0,22
숭실대학교,미학당,4.64,84.0,2
숭실대학교,미학당,4.64,605.0,1
숭실대학교,미학당,4.64,216.0,21
숭실대학교,미학당,4.64,487.0,2
숭실대학교,미학당,4.64,705.0,1
숭실대학교,미학당,4.64,88.0,1
숭실대학교,미학당,4.64,216.0,23
숭실대학교,미학당,4.64,281.0,1
숭실대학교,미학당,4.64,281.0,2
숭실대학교,미학당,4.64,15.0,1
숭실대학교,미학당,4.64,431.0,1
숭실대학교,미학당,4.64,76.0,1
숭실대학교,미학당,4.64,25.0,1
숭실대학교,미학당,4.64,138.0,1
숭실대학교,미학당,4.64,487.0,1
숭실대학교,미학당,4.64,88.0,2
숭실대학교,미학당,4.64,81.0,1
숭실대학교,미학당,4.64,153.0,4
숭실대학교,미학당,4.64,37.0,2
숭실대학교,미학당,4.64,217.0,1
숭실대학교,미학당,4.64,216.0,20
숭실대학교,미학당,4.64,37.0,3
숭실대학교,미학당,4.64,216.0,15
숭실대학교,미학당,4.64,5.0,5
숭실대학교,미학당,4.64,53.0,1
숭실대학교,미학당,4.64,142.0,1
숭실대학교,미학당,4.64,153.0,2
숭실대학교,미학당,4.64,216.0,18
숭실대학교,미학당,4.64,69.0,1
숭실대학교,미학당,4.64,703.0,2
숭실대학교,미학당,4.64,216.0,14
숭실대학교,미학당,4.64,15.0,1
숭실대학교,미학당,4.64,216.0,16
숭실대학교,미학당,4.64,197.0,3
숭실대학교,미학당,4.64,955.0,5
숭실대학교,미학당,4.64,216.0,17
숭실대학교,미학당,4.64,955.0,4
숭실대학교,미학당,4.64,216.0,19
숭실대학교,미학당,4.64,174.0,2
숭실대학교,미학당,4.64,10.0,3
숭실대학교,미학당,4.64,23.0,1
숭실대학교,미학당,4.64,153.0,3
숭실대학교,미학당,4.64,22.0,2
숭실대학교,미학당,4.64,216.0,13
숭실대학교,미학당,4.64,14.0,1
숭실대학교,미학당,4.64,109.0,1
숭실대학교,미학당,4.64,14.0,2
숭실대학교,미학당,4.64,10.0,1
숭실대학교,미학당,4.64,11.0,2
숭실대학교,미학당,4.64,216.0,11
숭실대학교,미학당,4.64,1.0,1
숭실대학교,미학당,4.64,216.0,10
숭실대학교,미학당,4.64,564.0,1
숭실대학교,미학당,4.64,13.0,5
숭실대학교,미학당,4.64,330.0,1
숭실대학교,미학당,4.64,6.0,2
숭실대학교,미학당,4.64,21.0,1
숭실대학교,미학당,4.64,715.0,1
숭실대학교,미학당,4.64,153.0,1
숭실대학교,미학당,4.64,247.0,1
숭실대학교,미학당,4.64,6.0,1
숭실대학교,미학당,4.64,84.0,1
숭실대학교,미학당,4.64,31.0,3
숭실대학교,미학당,4.64,174.0,1
숭실대학교,미학당,4.64,957.0,1
숭실대학교,미학당,4.64,45.0,5
숭실대학교,미학당,4.64,158.0,5
숭실대학교,미학당,4.64,35.0,3
숭실대학교,미학당,4.64,13.0,4
숭실대학교,미학당,4.64,13.0,3
숭실대학교,미학당,4.64,158.0,4
숭실대학교,미학당,4.64,46.0,1
숭실대학교,미학당,4.64,158.0,3
숭실대학교,미학당,4.64,99.0,3
숭실대학교,미학당,4.64,579.0,1
숭실대학교,미학당,4.64,216.0,8
숭실대학교,미학당,4.64,216.0,9
숭실대학교,미학당,4.64,41.0,1
숭실대학교,미학당,4.64,133.0,1
숭실대학교,미학당,4.64,804.0,1
숭실대학교,미학당,4.64,102.0,2
숭실대학교,미학당,4.64,96.0,2
숭실대학교,미학당,4.64,18.0,1
숭실대학교,미학당,4.64,606.0,1
숭실대학교,가춘,4.57,928.0,2
숭실대학교,가춘,4.57,79.0,1
숭실대학교,가춘,4.57,153.0,5
숭실대학교,가춘,4.57,153.0,4
숭실대학교,가춘,4.57,928.0,3
숭실대학교,가춘,4.57,125.0,1
숭실대학교,가춘,4.57,153.0,3
숭실대학교,가춘,4.57,763.0,6
숭실대학교,가춘,4.57,153.0,1
숭실대학교,가춘,4.57,763.0,5
숭실대학교,가춘,4.57,269.0,1
숭실대학교,가춘,4.57,620.0,10
숭실대학교,가춘,4.57,758.0,1
숭실대학교,가춘,4.57,119.0,2
숭실대학교,가춘,4.57,772.0,4
숭실대학교,가춘,4.57,709.0,4
숭실대학교,가춘,4.57,625.0,1
숭실대학교,가춘,4.57,17.0,1
숭실대학교,가춘,4.57,153.0,2
숭실대학교,가춘,4.57,119.0,1
숭실대학교,가춘,4.57,4.0,1
숭실대학교,가춘,4.57,459.0,1
숭실대학교,가춘,4.57,412.0,1
숭실대학교,가춘,4.57,928.0,1
숭실대학교,가춘,4.57,23.0,1
숭실대학교,가춘,4.57,367.0,1
숭실대학교,가춘,4.57,204.0,1
숭실대학교,가춘,4.57,911.0,9
숭실대학교,가춘,4.57,201.0,1
숭실대학교,가춘,4.57,12.0,1
숭실대학교,가춘,4.57,620.0,9
숭실대학교,가춘,4.57,116.0,1
숭실대학교,가춘,4.57,911.0,8
숭실대학교,가춘,4.57,484.0,1
숭실대학교,가춘,4.57,911.0,7
숭실대학교,가춘,4.57,223.0,3
숭실대학교,가춘,4.57,305.0,2
숭실대학교,가춘,4.57,41.0,1
숭실대학교,가춘,4.57,694.0,1
숭실대학교,가춘,4.57,591.0,5
숭실대학교,가춘,4.57,70.0,4
숭실대학교,가춘,4.57,476.0,3
숭실대학교,가춘,4.57,223.0,5
숭실대학교,가춘,4.57,476.0,1
숭실대학교,가춘,4.57,476.0,2
숭실대학교,가춘,4.57,570.0,1
숭실대학교,가춘,4.57,911.0,6
숭실대학교,가춘,4.57,142.0,2
숭실대학교,가춘,4.57,70.0,3
숭실대학교,가춘,4.57,99.0,1
숭실대학교,가춘,4.57,763.0,4
숭실대학교,가춘,4.57,393.0,1
숭실대학교,멜로드 숭실대점,4.71,10.0,1
숭실대학교,멜로드 숭실대점,4.71,124.0,1
숭실대학교,멜로드 숭실대점,4.71,38.0,1
숭실대학교,멜로드 숭실대점,4.71,18.0,1
숭실대학교,멜로드 숭실대점,4.71,44.0,1
숭실대학교,멜로드 숭실대점,4.71,15.0,1
숭실대학교,멜로드 숭실대점,4.71,83.0,1
숭실대학교,멜로드 숭실대점,4.71,11.0,1
숭실대학교,멜로드 숭실대점,4.71,14.0,1
숭실대학교,멜로드 숭실대점,4.71,5.0,1
숭실대학교,멜로드 숭실대점,4.71,5.0,1
숭실대학교,멜로드 숭실대점,4.71,3.0,1
숭실대학교,멜로드 숭실대점,4.71,25.0,1
숭실대학교,멜로드 숭실대점,4.71,6.0,1
숭실대학교,멜로드 숭실대점,4.71,62.0,1
숭실대학교,멜로드 숭실대점,4.71,9.0,1
숭실대학교,멜로드 숭실대점,4.71,23.0,1
숭실대학교,멜로드 숭실대점,4.71,70.0,1
숭실대학교,멜로드 숭실대점,4.71,18.0,1
숭실대학교,멜로드 숭실대점,4.71,56.0,1
숭실대학교,멜로드 숭실대점,4.71,2.0,1
숭실대학교,멜로드 숭실대점,4.71,17.0,1
숭실대학교,멜로드 숭실대점,4.71,10.0,1
숭실대학교,멜로드 숭실대점,4.71,17.0,1
숭실대학교,멜로드 숭실대점,4.71,17.0,1
숭실대학교,멜로드 숭실대점,4.71,15.0,1
숭실대학교,멜로드 숭실대점,4.71,15.0,1
숭실대학교,멜로드 숭실대점,4.71,10.0,2
숭실대학교,멜로드 숭실대점,4.71,14.0,1
숭실대학교,멜로드 숭실대점,4.71,2.0,1
숭실대학교,멜로드 숭실대점,4.71,20.0,1
숭실대학교,멜로드 숭실대점,4.71,13.0,1
숭실대학교,멜로드 숭실대점,4.71,32.0,1
숭실대학교,멜로드 숭실대점,4.71,3.0,1
숭실대학교,멜로드 숭실대점,4.71,4.0,1
숭실대학교,멜로드 숭실대점,4.71,11.0,1
숭실대학교,멜로드 숭실대점,4.71,48.0,1
숭실대학교,멜로드 숭실대점,4.71,14.0,1
숭실대학교,멜로드 숭실대점,4.71,1.0,1
숭실대학교,멜로드 숭실대점,4.71,12.0,1
숭실대학교,멜로드 숭실대점,4.71,5.0,1
숭실대학교,멜로드 숭실대점,4.71,7.0,1
숭실대학교,멜로드 숭실대점,4.71,844.0,3
숭실대학교,멜로드 숭실대점,4.71,8.0,1
숭실대학교,멜로드 숭실대점,4.71,14.0,1
숭실대학교,멜로드 숭실대점,4.71,6.0,1
숭실대학교,멜로드 숭실대점,4.71,12.0,1
숭실대학교,멜로드 숭실대점,4.71,49.0,1
숭실대학교,멜로드 숭실대점,4.71,9.0,1
숭실대학교,멜로드 숭실대점,4.71,194.0,1
숭실대학교,멜로드 숭실대점,4.71,6.0,1
숭실대학교,멜로드 숭실대점,4.71,394.0,1
숭실대학교,멜로드 숭실대점,4.71,7.0,1
숭실대학교,멜로드 숭실대점,4.71,7.0,1
숭실대학교,멜로드 숭실대점,4.71,4.0,1
숭실대학교,멜로드 숭실대점,4.71,7.0,1
숭실대학교,멜로드 숭실대점,4.71,19.0,1
숭실대학교,멜로드 숭실대점,4.71,17.0,1
숭실대학교,멜로드 숭실대점,4.71,7.0,1
숭실대학교,멜로드 숭실대점,4.71,84.0,1
숭실대학교,멜로드 숭실대점,4.71,7.0,1
숭실대학교,멜로드 숭실대점,4.71,23.0,1
숭실대학교,멜로드 숭실대점,4.71,14.0,1
숭실대학교,멜로드 숭실대점,4.71,5.0,1
숭실대학교,멜로드 숭실대점,4.71,8.0,1
숭실대학교,멜로드 숭실대점,4.71,40.0,1
숭실대학교,멜로드 숭실대점,4.71,19.0,1
숭실대학교,멜로드 숭실대점,4.71,844.0,1
숭실대학교,멜로드 숭실대점,4.71,155.0,1
숭실대학교,멜로드 숭실대점,4.71,10.0,1
숭실대학교,멜로드 숭실대점,4.71,1.0,1
숭실대학교,멜로드 숭실대점,4.71,3.0,1
숭실대학교,멜로드 숭실대점,4.71,7.0,1
숭실대학교,멜로드 숭실대점,4.71,10.0,1
숭실대학교,멜로드 숭실대점,4.71,8.0,1
숭실대학교,멜로드 숭실대점,4.71,40.0,1
숭실대학교,멜로드 숭실대점,4.71,236.0,2
숭실대학교,멜로드 숭실대점,4.71,7.0,1
숭실대학교,멜로드 숭실대점,4.71,26.0,1
숭실대학교,케이크팝,4.56,155.0,1
숭실대학교,케이크팝,4.56,980.0,1
숭실대학교,케이크팝,4.56,305.0,1
숭실대학교,케이크팝,4.56,660.0,1
숭실대학교,케이크팝,4.56,91.0,1
숭실대학교,케이크팝,4.56,138.0,5
숭실대학교,케이크팝,4.56,349.0,3
숭실대학교,케이크팝,4.56,15.0,1
숭실대학교,케이크팝,4.56,456.0,1
숭실대학교,케이크팝,4.56,97.0,1
숭실대학교,케이크팝,4.56,363.0,1
숭실대학교,케이크팝,4.56,870.0,2
숭실대학교,케이크팝,4.56,24.0,1
숭실대학교,케이크팝,4.56,138.0,4
숭실대학교,케이크팝,4.56,669.0,1
숭실대학교,케이크팝,4.56,581.0,3
숭실대학교,케이크팝,4.56,153.0,1
숭실대학교,케이크팝,4.56,77.0,1
숭실대학교,케이크팝,4.56,293.0,1
숭실대학교,케이크팝,4.56,636.0,1
숭실대학교,케이크팝,4.56,259.0,1
숭실대학교,케이크팝,4.56,175.0,1
숭실대학교,케이크팝,4.56,581.0,2
숭실대학교,케이크팝,4.56,541.0,1
숭실대학교,케이크팝,4.56,748.0,1
숭실대학교,케이크팝,4.56,581.0,1
숭실대학교,케이크팝,4.56,321.0,1
숭실대학교,케이크팝,4.56,108.0,1
숭실대학교,케이크팝,4.56,37.0,1
숭실대학교,케이크팝,4.56,62.0,1
숭실대학교,케이크팝,4.56,349.0,2
숭실대학교,케이크팝,4.56,835.0,1
숭실대학교,케이크팝,4.56,30.0,1
숭실대학교,케이크팝,4.56,13.0,1
숭실대학교,케이크팝,4.56,349.0,1
숭실대학교,케이크팝,4.56,104.0,1
숭실대학교,케이크팝,4.56,48.0,2
숭실대학교,케이크팝,4.56,393.0,1
숭실대학교,케이크팝,4.56,955.0,2
숭실대학교,케이크팝,4.56,48.0,1
숭실대학교,케이크팝,4.56,380.0,1
숭실대학교,케이크팝,4.56,68.0,4
숭실대학교,케이크팝,4.56,236.0,1
숭실대학교,케이크팝,4.56,125.0,1
숭실대학교,케이크팝,4.56,680.0,1
숭실대학교,케이크팝,4.56,235.0,3
숭실대학교,케이크팝,4.56,376.0,1
숭실대학교,케이크팝,4.56,707.0,1
숭실대학교,케이크팝,4.56,352.0,1
숭실대학교,케이크팝,4.56,490.0,1
숭실대학교,케이크팝,4.56,509.0,2
숭실대학교,케이크팝,4.56,328.0,2
숭실대학교,케이크팝,4.56,68.0,3
숭실대학교,케이크팝,4.56,411.0,1
숭실대학교,케이크팝,4.56,330.0,1
숭실대학교,케이크팝,4.56,62.0,1
숭실대학교,케이크팝,4.56,813.0,1
숭실대학교,케이크팝,4.56,238.0,1
숭실대학교,케이크팝,4.56,93.0,1
숭실대학교,케이크팝,4.56,635.0,5
숭실대학교,케이크팝,4.56,771.0,1
숭실대학교,케이크팝,4.56,138.0,1
숭실대학교,케이크팝,4.56,42.0,1
숭실대학교,케이크팝,4.56,771.0,3
숭실대학교,케이크팝,4.56,366.0,1
숭실대학교,케이크팝,4.56,103.0,4
숭실대학교,케이크팝,4.56,164.0,9
숭실대학교,케이크팝,4.56,982.0,1
숭실대학교,케이크팝,4.56,75.0,1
숭실대학교,케이크팝,4.56,771.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,293.0,5
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,15
숭실대학교,스타벅스 숭실대입구역점,4.46,824.0,4
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,16
숭실대학교,스타벅스 숭실대입구역점,4.46,293.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,293.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,13
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,14
숭실대학교,스타벅스 숭실대입구역점,4.46,464.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,824.0,3
숭실대학교,스타벅스 숭실대입구역점,4.46,58.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,235.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,864.0,5
숭실대학교,스타벅스 숭실대입구역점,4.46,504.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,12
숭실대학교,스타벅스 숭실대입구역점,4.46,863.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,127.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,984.0,7
숭실대학교,스타벅스 숭실대입구역점,4.46,901.0,5
숭실대학교,스타벅스 숭실대입구역점,4.46,178.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,87.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,269.0,3
숭실대학교,스타벅스 숭실대입구역점,4.46,10.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,153.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,199.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,211.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,864.0,4
숭실대학교,스타벅스 숭실대입구역점,4.46,824.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,269.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,431.0,5
숭실대학교,스타벅스 숭실대입구역점,4.46,43.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,11
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,7
숭실대학교,스타벅스 숭실대입구역점,4.46,372.0,24
숭실대학교,스타벅스 숭실대입구역점,4.46,34.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,173.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,269.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,344.0,8
숭실대학교,스타벅스 숭실대입구역점,4.46,581.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,128.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,431.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,19.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,169.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,29.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,109.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,683.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,82.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,10
숭실대학교,스타벅스 숭실대입구역점,4.46,561.0,7
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,9
숭실대학교,스타벅스 숭실대입구역점,4.46,817.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,687.0,9
숭실대학교,스타벅스 숭실대입구역점,4.46,726.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,587.0,4
숭실대학교,스타벅스 숭실대입구역점,4.46,928.0,8
숭실대학교,스타벅스 숭실대입구역점,4.46,546.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,509.0,1
숭실대학교,스타벅스 숭실대입구역점,4.46,431.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,683.0,2
숭실대학교,스타벅스 숭실대입구역점,4.46,18.0,1
숭실대학교,블랙&조이커피,4.53,2.0,1
숭실대학교,블랙&조이커피,4.53,422.0,1
숭실대학교,블랙&조이커피,4.53,816.0,1
숭실대학교,블랙&조이커피,4.53,509.0,1
숭실대학교,블랙&조이커피,4.53,11.0,1
숭실대학교,블랙&조이커피,4.53,279.0,1
숭실대학교,블랙&조이커피,4.53,94.0,1
숭실대학교,블랙&조이커피,4.53,127.0,1
숭실대학교,블랙&조이커피,4.53,119.0,1
숭실대학교,블랙&조이커피,4.53,125.0,1
숭실대학교,블랙&조이커피,4.53,297.0,1
숭실대학교,블랙&조이커피,4.53,689.0,1
숭실대학교,블랙&조이커피,4.53,29.0,1
숭실대학교,블랙&조이커피,4.53,868.0,2
숭실대학교,블랙&조이커피,4.53,868.0,1
숭실대학교,블랙&조이커피,4.53,204.0,1
숭실대학교,블랙&조이커피,4.53,52.0,1
숭실대학교,블랙&조이커피,4.53,552.0,1
숭실대학교,블랙&조이커피,4.53,714.0,1
숭실대학교,블랙&조이커피,4.53,870.0,1
숭실대학교,참베이커리,4.42,15.0,1
숭실대학교,참베이커리,4.42,49.0,1
숭실대학교,참베이커리,4.42,686.0,1
숭실대학교,참베이커리,4.42,649.0,1
숭실대학교,참베이커리,4.42,62.0,1
숭실대학교,참베이커리,4.42,653.0,1
숭실대학교,참베이커리,4.42,605.0,2
숭실대학교,참베이커리,4.42,446.0,1
숭실대학교,참베이커리,4.42,650.0,1
숭실대학교,참베이커리,4.42,426.0,1
숭실대학교,참베이커리,4.42,531.0,1
숭실대학교,참베이커리,4.42,28.0,1
숭실대학교,참베이커리,4.42,862.0,9
숭실대학교,참베이커리,4.42,874.0,1
숭실대학교,참베이커리,4.42,443.0,1
숭실대학교,참베이커리,4.42,862.0,8
숭실대학교,참베이커리,4.42,559.0,1
숭실대학교,참베이커리,4.42,862.0,7
숭실대학교,참베이커리,4.42,935.0,3
숭실대학교,참베이커리,4.42,862.0,6
숭실대학교,참베이커리,4.42,935.0,2
숭실대학교,참베이커리,4.42,102.0,1
숭실대학교,참베이커리,4.42,680.0,1
숭실대학교,참베이커리,4.42,220.0,1
숭실대학교,참베이커리,4.42,292.0,1
숭실대학교,참베이커리,4.42,554.0,2
숭실대학교,참베이커리,4.42,125.0,1
숭실대학교,참베이커리,4.42,554.0,1
숭실대학교,참베이커리,4.42,143.0,1
숭실대학교,참베이커리,4.42,196.0,1
숭실대학교,참베이커리,4.42,862.0,4
숭실대학교,참베이커리,4.42,187.0,1
숭실대학교,참베이커리,4.42,862.0,3
숭실대학교,참베이커리,4.42,862.0,1
숭실대학교,참베이커리,4.42,269.0,3
숭실대학교,참베이커리,4.42,497.0,1
숭실대학교,참베이커리,4.42,862.0,2
숭실대학교,참베이커리,4.42,935.0,1
숭실대학교,참베이커리,4.42,275.0,1
숭실대학교,참베이커리,4.42,316.0,1
숭실대학교,참베이커리,4.42,40.0,1
숭실대학교,참베이커리,4.42,448.0,1
숭실대학교,참베이커리,4.42,407.0,1
숭실대학교,참베이커리,4.42,822.0,1
숭실대학교,참베이커리,4.42,101.0,1
숭실대학교,참베이커리,4.42,12.0,1
숭실대학교,참베이커리,4.42,861.0,1
숭실대학교,참베이커리,4.42,290.0,2
숭실대학교,참베이커리,4.42,269.0,2
숭실대학교,참베이커리,4.42,290.0,1
숭실대학교,참베이커리,4.42,269.0,1
숭실대학교,참베이커리,4.42,39.0,1
숭실대학교,참베이커리,4.42,365.0,1
숭실대학교,참베이커리,4.42,50.0,1
숭실대학교,참베이커리,4.42,728.0,1
숭실대학교,참베이커리,4.42,994.0,1
숭실대학교,참베이커리,4.42,22.0,1
숭실대학교,참베이커리,4.42,207.0,2
숭실대학교,달콩커피,4.59,269.0,1
숭실대학교,달콩커피,4.59,229.0,1
숭실대학교,달콩커피,4.59,587.0,2
숭실대학교,달콩커피,4.59,600.0,1
숭실대학교,달콩커피,4.59,581.0,2
숭실대학교,달콩커피,4.59,829.0,1
숭실대학교,달콩커피,4.59,581.0,4
숭실대학교,달콩커피,4.59,684.0,1
숭실대학교,달콩커피,4.59,119.0,1
숭실대학교,달콩커피,4.59,367.0,2
숭실대학교,달콩커피,4.59,4.0,1
숭실대학교,달콩커피,4.59,971.0,2
숭실대학교,달콩커피,4.59,583.0,7
숭실대학교,달콩커피,4.59,31.0,1
숭실대학교,달콩커피,4.59,581.0,3
숭실대학교,달콩커피,4.59,15.0,2
숭실대학교,달콩커피,4.59,581.0,2
숭실대학교,달콩커피,4.59,621.0,1
숭실대학교,달콩커피,4.59,583.0,6
숭실대학교,달콩커피,4.59,490.0,1
숭실대학교,달콩커피,4.59,581.0,1
숭실대학교,달콩커피,4.59,583.0,5
숭실대학교,달콩커피,4.59,147.0,1
숭실대학교,달콩커피,4.59,82.0,1
숭실대학교,달콩커피,4.59,971.0,1
숭실대학교,달콩커피,4.59,583.0,2
숭실대학교,달콩커피,4.59,809.0,1
숭실대학교,달콩커피,4.59,349.0,3
숭실대학교,달콩커피,4.59,581.0,1
숭실대학교,달콩커피,4.59,167.0,2
숭실대학교,달콩커피,4.59,12.0,1
숭실대학교,달콩커피,4.59,916.0,1
숭실대학교,달콩커피,4.59,583.0,3
숭실대학교,달콩커피,4.59,349.0,2
